rt,response,trial_type,trial_index,time_elapsed,internal_node_id,condition,correct,stimulus,success,timeout,failed_images,failed_audio,failed_video,question_order,accuracy,participant_id,ctime
9011,0,html-button-response,3,26828,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,e4f8435e-5533-427c-8990-2b2cdb5ce9cd,2025-11-17 12:26:50 CET
37054.70000000298,"{""stimFIRST"":100,""stimSECOND"":100}",multiple-slider,4,63885,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,e4f8435e-5533-427c-8990-2b2cdb5ce9cd,2025-11-17 12:26:50 CET
33725,"{""P0_Q0"":null,""age"":""62"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,97696,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who is a climate activist, took the subway to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley took the subway to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley took the subway to work before he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-know-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],e4f8435e-5533-427c-8990-2b2cdb5ce9cd,2025-11-17 12:26:50 CET
12969,"{""Q0"":""Elizabeth""}",survey-text,0,13006,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
1773,0,html-button-response,1,14784,0.0-0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,<p style='text-align:left'><b> Correct response! You are a human :) </b><br><br></p>,NA,NA,NA,NA,NA,NA,NA,2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
NA,NA,preload,2,17472,0.0-1.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,TRUE,FALSE,[],[],[],NA,NA,2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
7019,0,html-button-response,3,24494,0.0-2.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,"<h3>Instructions</h3>  <div style='width:500px';> In this experiment, you will read a short text. We will ask you two questions about what you have read. You will give your responses on a slider. <br><br> At the end of the experiment, we will ask you some demographic questions. The experiment will take less than three minutes.<br><br> By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.<br><br></div>",NA,NA,NA,NA,NA,NA,NA,2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
73962.39999997616,"{""stimFIRST"":93,""stimSECOND"":94}",multiple-slider,4,98462,0.0-3.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,"[0,1]",NA,2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
20192,"{""P0_Q0"":null,""age"":""36"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,5,118754,0.0-4.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently  got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who took the subway to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether Charley, who is a climate activist, took the subway to work <b>BEFORE</b> he got promoted. Mike's assistant asks him:"",""utterance"":""Did Charley stop taking the subway to work when he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley took the subway to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Charley took the subway to work after he got promoted?"",""qud"":""ai"",""prior"":""higher"",""content"":""subway"",""image"":""subway-stop-ai""}",NA,NA,NA,NA,NA,NA,NA,NA,[],2d308e45-ef31-47b5-baae-3d6fcc2639e1,2025-11-17 12:26:53 CET
18104,"{""Q0"":""Jessica""}",survey-text,0,18125,0.0-0.0-0.0,"{""contextPart1"":""Mike works as a health officer for an IT company. He is currently working through a list of employees in Sue's department that recently got promoted &mdash; Kate, Tom, Charley, Tatiana, Ricardo &mdash; to identify who biked to work before they got promoted. He keeps track on this list:"",""contextPart2"":""Next up, he wants to record in the list whether <b>CHARLEY</b>, who lives twenty miles away from work, biked to work before he got promoted. Mike's assistant asks him:"",""utterance"":""Does Sue know that Charley biked to work before he got promoted?"",""questionFIRST"":""Given what you have read above, how likely is it that Charley biked to work before he got promoted?"",""questionSECOND"":""Given what you have read above, how likely is it that Sue believes that Charley biked to work before he got promoted?"",""qud"":""ai"",""prior"":""lower"",""content"":""bike"",""image"":""bike-know-ai""}",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,ca0063c6-6c56-463b-aae6-fdf9aef565e5,2025-11-17 12:27:49 CET
